address,bookmarks,dislikes,food_type,likes,name,number_of_reviews,price_range
"Shop 3A, G/F, Ngai Hing Mansion, 24 Pak Po Street,",6434,6,Western,71,I Love You Dessert Bar,(99 Reviews),Below $50
"Shop 116, 1/F, Grand Tower, 639 Nathan Road,",4873,13,Vietnamese,60,La'taste Vietnamese Cuisine 品越越式料理,(110 Reviews),$51-100
"Shop 8-9, 1/F, Bank Centre, 636 Nathan Road,",3944,2,Korean,45,Shin Mapo BBQ 新麻蒲 BBQ,(67 Reviews),$201-400
"6/F, King Wah Centre, 628 Nathan Road,",3525,16,Japanese,66,Gyu-Kaku 牛角日本燒肉專門店,(107 Reviews),$201-400
"Shop 202, 2/F, Grand Tower, 639 Nathan Road,",3044,9,Japanese,40,今助烏冬御膳,(72 Reviews),$101-200
"11/F, King Wah Centre, 628 Nathan Road,",4236,1,Hong Kong Style,74,Jackpot 好一鍋海鮮火鍋專門店,(78 Reviews),$101-200
"Shop 01, 4/F, 8 Langham Place, 8 Argyle Street,",3125,36,Taiwan,185,TaoYuan Village 桃園眷村,(335 Reviews),Below $50
"2/F., Ho King Commercial Centre, 2-16 Fa Yuen Street,",5059,20,Hong Kong Style,67,The Great Restaurant 一品雞煲火鍋,(167 Reviews),$101-200
"G/F, 48 Kwong Wa Street,",649,1,Western,87,Yummy,(94 Reviews),$101-200
"G/F, 153-159 Tung Choi Street,",5603,1,Hong Kong Style,66,Man Wah Restaurant 民華餐廳,(92 Reviews),Below $50
"16/F, Chong Hing Square, 593-601 Nathan Road,",6971,0,Sichuan,43,Supreme Restaurant 至尊重慶雞煲,(49 Reviews),$101-200
"G/F, 29 Elgin Street, SOHO,",1966,19,Steak House,37,Craftsteak,(66 Reviews),$401-800
"4-B, G/F, Hang Hau Chuen,,",2299,10,Steak House,61,Lardos Steak House,(101 Reviews),$201-400
"G/F, 53 Lam Tei Main Street, Lam Tei,",2805,16,Steak House,56,Lam Tei Grill,(96 Reviews),$101-200
"4/F, Island Beverley, 1 Great George Street,,",553,16,Steak House,23,Sweetheart Garden Restaurant 花園餐廳,(80 Reviews),$51-100
"112 Pak Sha Wan,",1076,1,Steak House,7,Padstow Restaurant & Bar,(13 Reviews),$101-200
"G/F, 15 Gough Street,",2335,3,Steak House,6,Gough's on Gough,(13 Reviews),$401-800
"G/F, 32B&C Staunton Street, SOHO,",1564,5,Steak House,38,La Pampa Argentinian Steak House,(54 Reviews),$201-400
"Shop 3D, G/F, Tung Po Mansion, 4-10 Shau Kei Wan Main Street East,",200,0,Steak House,12,52 Hertz 52 赫茲,(14 Reviews),$101-200
"G/F, Hullett House, 1881 Heritage, 2A Canton Road,",778,0,Steak House,11,The Stable,(12 Reviews),$201-400
"Shop 1, G/F, Bohemian House, 321 Des Voeux Road West, Sai Ying Pun,",1187,0,Steak House,3,Feather & Bone,(7 Reviews),$201-400
"G/F, 19 Wai Ching Street,",594,0,Steak House,14,Food Temptation 情味館,(19 Reviews),$101-200
"Shop K-L, G/F, Shun Fat Mansion, 54-56 Kau Yuk Road,",672,0,Steak House,12,Brother 5 Bar and Restaurant,(13 Reviews),$101-200
"G/F,113 Hennessy Road,",284,11,Steak House,15,New Burgh Cafe 新堡餐廳,(55 Reviews),$101-200
"Podium Garden, 2/F, Exchange Tower, 33 Wang Chiu Road,",740,1,Steak House,11,Chill Cafe Bar & Grill,(17 Reviews),$201-400
"G/F, Yee Hong Building, 2 On Chun Ln,",669,0,Steak House,13,It's time 意情濃,(15 Reviews),$51-100
"2/F, Southgate Commercial Centre,  29 Granville Road,",5605,32,International,279,Hungry Pug 八哥主題餐廳,(412 Reviews),$101-200
"Shop OTE 201, 2/F, Ocean Terminal, Harbour City, 3-27 Canton Road,",2403,18,Sichuan,233,Fu Rong 映水芙蓉,(346 Reviews),$401-800
"2/F, Hotel ICON, 17 Science Museum Road,",29437,13,International,190,The Market,(249 Reviews),$401-800
"1/F, 26 Kimberley Road,",21435,21,Japanese,271,TONO DAIKIYA Japanese Restaurant 殿 大喜屋日本料理,(468 Reviews),$201-400
"1/F, Eu Yan Sang Tower, 11-15 Chatham Road South,",13780,5,Italian,212,Diletto,(242 Reviews),$201-400
"1/F., Hon Hing Mansion, 38 Hankow Road,",15527,12,Western,193,Coffee Alley 咖啡弄,(258 Reviews),$101-200
"Shop 3,1/F, Hilton Towers, 96 Granville Road,",13059,15,Japanese,218,Japanese Wagyu Yakiniku Pure 和牛燒肉‧純,(298 Reviews),$201-400
"Shop 2133, 2/F, Elements, 1 Austin Road West,",11520,5,International,212,The Pantry,(235 Reviews),$101-200
"2/F, Carnarvon Plaza, 20 Carnarvon Road‎,",15978,44,Sichuan,292,Fisher & Farmer 漁牧,(366 Reviews),$101-200
"Shop 44, G/F, Mirador Mansion, 7 Bristol Avenue,",9214,9,Western,229,Urban Coffee Roaster,(266 Reviews),$51-100
"G/F, 1F Kimberley Street,",6586,16,Korean,225,OPPA Coffee Bar Restaurant,(293 Reviews),$101-200
"Shop N3, G/F, Podium Plaza, 5 Hanoi Road,",13019,6,Spanish,226,Playa de Papagayo,(260 Reviews),$101-200
"Shop L402, 4/F, The ONE, 100 Nathan Road,",5412,13,Vietnamese,192,Le Viet,(230 Reviews),$101-200
"G/F, 9 Hau Fook Street,",9471,13,Taiwan,123,101手工涮涮鍋,(228 Reviews),$201-400
"G/F, Tung Wui Commercial Building, 27 Prat Avenue,",8462,9,Western,266,Cosmos Restaurant & Bar,(309 Reviews),$101-200
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,6,Italian,53,Station 3 Cafe 第三站,(66 Reviews),$101-200
"2/F, The Lamma City, 761 Nathan Road,",12763,10,Hong Kong Style,73,Running Chicken 米走雞,(122 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,2,Western,60,Double Cafe 孖啡,(74 Reviews),$51-100
"9/F, Dundas Square, 43H Dundas Street,",1052,3,Western,47,Cafe Fabulous,(69 Reviews),$51-100
"Shop 1, 13/F, Langham Place, 8 Argyle Street,",4476,22,Western,61,The Sky Bar,(98 Reviews),$201-400
"Shop F,G&H, G/F, Hung Kwong Building, 2A-2P Tung Choi Street,",1550,1,Hong Kong Style,56,Roll Up Hotpot 滾喜火鍋專門店,(58 Reviews),$101-200
"Shop M39, G/F, MOKO, 193 Prince Edward Road West,",1232,17,Western,79,Smile Cafe Yogurt.Cake.Comfort Food,(165 Reviews),$51-100
"10/F, Dundas Square, 43H Dundas Street,",529,0,International,56,Go Dutch Cafe,(60 Reviews),$51-100
"Flat 401, Sincere House, 83 Argyle Street,",555,1,Western,25,Yume Cafe 語命Cafe,(37 Reviews),$51-100
"Shop 35, Level 3, Langham Place, 8 Argyle Street,",4217,1,Guangdong,55,Jasmine Garden 八月軒,(66 Reviews),$101-200
"G/F, Sai Yeung Building, 190-190A Sai Yeung Choi Street South,",686,12,Hong Kong Style,56,Rosa Bridge Restaurant 紅橋,(127 Reviews),$51-100
"Shop 423, 4/F, MOKO, 193 Prince Edward Road West,",2251,4,Japanese,45,Mou Mou Club 牛涮鍋,(75 Reviews),$101-200
"Room B, 2/F, Cheong Kee House, 21 Soy Street,",1363,3,Western,45,Choice Cafe 心選,(63 Reviews),$51-100
"G/F, 112 Tung Choi Street,,",6311,3,Guangdong,48,Dim Dim Sum 點點心,(74 Reviews),$51-100
"Shop 4, G/F, 18-24 Fa Yuen Street,",798,1,Taiwan,56,TenRen's Tea 天仁茗茶,(65 Reviews),Below $50
"Shop G03A, G/F, Maritime Square, 33 Tsing King Road,",890,7,Steak House,23,Mr. Steak Cafe 牛扒先生,(71 Reviews),$201-400
"Shop 415-417, 4/F, Phase 2, Telford Plaza, 33 Wai Yip Street,",1225,12,Steak House,15,Mr. Steak 牛扒先生,(54 Reviews),$201-400
"Shop 702, 7/F, New Town Plaza Phase 1, 18 Sha Tin Centre Street,",1283,42,Steak House,55,Mr. Steak Cafe 牛扒先生,(142 Reviews),$201-400
"G/F-2/F, Wingco Mansion, 36-42 Soy Street, Mong Kok,",1015,18,Steak House,44,Sweetheart Garden Restaurant 花園餐廳,(115 Reviews),$51-100
"1/F, Carfield Commercial Building, 77 Wyndham Street,",3706,7,Steak House,29,Tango Argentinian Steak House,(48 Reviews),$401-800
"G/F, 1 Heard Street,",1046,3,Steak House,20,Carlo Riva,(32 Reviews),$201-400
"Shop C, G/F, Food Street, 5-7 Cleveland Street, Fashion Walk,",1697,9,Steak House,16,Marbling,(38 Reviews),$201-400
"258 Lai Chi Kok Road,",2486,42,Steak House,69,飛鷹餐廳,(207 Reviews),$51-100
"Shop 302, 3/F, Citic Tower, 1 Tim Mei Avenue,",2276,3,Steak House,14,Mr Tomahawk Member of Louis Steak House,(24 Reviews),$201-400
"415 - 421 Jaffe Road,",1493,18,Steak House,52,金鳳大餐廳,(125 Reviews),$51-100
"1/F, New World Millennium Hong Kong Hotel, 72 Mody Road,",854,0,Steak House,23,La Table French Brasserie,(24 Reviews),$401-800
"G/F, Twenty-One Whitfield, 21 Whitfield Road,",956,0,Steak House,15,Le Voila,(22 Reviews),$101-200
"Shop 311, 3/F, Phase 1, Cityplaza, 18 Taikoo Shing Road,",1199,4,Steak House,8,Dan Ryan's Chicago Grill,(25 Reviews),$201-400
"Shop 2&3, G/F, Lippo Centre, 89 Queensway,",2726,10,Steak House,79,Ruth's Chris Steak House 茹絲葵牛排餐廳,(108 Reviews),$401-800
"Shop 701, 7/F, Holiday Inn Express Hong Kong Kowloon East, 3 Tong Tak Street,",1542,8,Steak House,22,W28 Steak House W28牛扒屋,(43 Reviews),$401-800
"2/F, Wah Yuen Court, 18-24 Fa Yuen Street,",1171,9,Steak House,12,Magic Cafe & Grill 天機棧扒房,(31 Reviews),$101-200
"Shop 59, G/F, Ho Shun Tai Building, 10 Sai Ching Street,",708,4,Steak House,21,Trustfully Homestyle Restaurant 因信餐廳,(29 Reviews),$101-200
"Shop 303-304, 3/F, D2 Place One, 9 Cheung Yee Street,",628,1,Steak House,8,Food Garden ETC,(16 Reviews),$101-200
"11/F, Grand Hyatt Hong Kong, 1 Harbour Road,",2029,10,Steak House,39,The Grill 露天池畔餐廳,(63 Reviews),$401-800
"204-206 Queen's Road West,",2000,29,Steak House,61,Sammy's Kitchen 森美餐廳,(130 Reviews),$101-200
"143 Woo Sung Street,",1887,32,Steak House,79,Santgria Kitchen 牛屋餐廳酒吧,(150 Reviews),$101-200
"G/F., 13 Lan Fong Road,",2832,59,Steak House,109,Goldfinch Restaurant Ltd 金雀餐廳,(254 Reviews),$101-200
"Shop 10-23, 25-27, 2/F, Bank Centre, 636 Nathan Road,",347,11,Steak House,7,Sweetheart Garden Restaurant 花園餐廳,(53 Reviews),$51-100
"2/F, Eplaza, 7 Shing Yip Street,",589,14,Steak House,28,Sweetheart Garden Restaurant 花園餐廳,(78 Reviews),$51-100
"G/F, 18 Foo Kwai Street,",529,1,Steak House,8,Dr. Panini Dr. Panini de Home-made Kitchen,(10 Reviews),$101-200
"G/F, 61 Hin Tin Village,",594,4,Steak House,11,Portobello South American Restaurant,(26 Reviews),$101-200
"G/F, Harbour Grand Kowloon, 20 Tak Fung Street,",872,2,Steak House,24,Harbour Grill 扒房,(30 Reviews),$201-400
"2/F, Southgate Commercial Centre,  29 Granville Road,",5605,8,International,311,Hungry Pug 八哥主題餐廳,(365 Reviews),$101-200
"G/F, 109 San Shing Avenue,",183,3,Steak House,11,Twins Bistro 孖寶小館,(21 Reviews),$101-200
"Shop G07, G/F, E Plaza, 7 Shing Yip Street,",388,4,Steak House,7,Spanish Tapas Place 西班牙小食坊,(20 Reviews),$101-200
"G/F, 31 Sunshine City Centre, Phrase 5, 628 Sai Sha Road,",420,2,Steak House,23,Take A Seat Cafe & Pub 隨便坐Cafe,(32 Reviews),$101-200
"Shop OTE 201, 2/F, Ocean Terminal, Harbour City, 3-27 Canton Road,",2403,1,Sichuan,305,Fu Rong 映水芙蓉,(329 Reviews),$401-800
"5/F, 1 Knutsford Terrace,",15130,5,Thai,325,Thai on 5 Seafood Grill and Bar 泰燒遙,(352 Reviews),$201-400
"B1/F, Hart Avenue Plaza, 5-9 Hart Avenue,",7356,44,Western,336,Nathan Left 彌敦左岸,(584 Reviews),$201-400
"Shop 405, L4, FoodLoft, Mira Place One, 132 Nathan Road,",8898,12,Chiu Chow,262,Chateh 百樂小館,(314 Reviews),$201-400
"Shop 22, L3, The ONE, 100 Nathan Road,",24514,36,Taiwan,211,Dazzling Cafe,(427 Reviews),$101-200
"Shop 101B, 1/F, K11 Art Mall, 18 Hanoi Road,",15784,67,Western,332,ATUM Restaurant,(541 Reviews),$201-400
"Shop B111B, B1/F, K11 Art Mall, 18 Hanoi Road,",19043,10,Japanese,231,PAN de PAIN Pancakes & Sweets,(304 Reviews),$51-100
"Shop L403, 4/F, The ONE, 100 Nathan Road,",16971,4,Vietnamese,284,Cambo ขุนทอง,(311 Reviews),$101-200
"G/F, 77 Kimberley Road,",15575,10,Taiwan,279,8鍋臭臭鍋,(331 Reviews),$101-200
"Shop B, G/F,  6 Hillwood Road,",7245,6,Japanese,302,KEBABEER 串酒里,(341 Reviews),$101-200
"Shop 207, L2, Mira Place One, 132 Nathan Road,",7981,13,American,219,Burgeroom,(338 Reviews),$51-100
"M/F, Shop 1B & 2B, Tsim Sha Tsui Mansion, 36-50 Lock Road,",6639,9,Western,257,Candies Foodies,(323 Reviews),$101-200
"Shop OT215K, 2/F, Ocean Terminal, Harbour City, 3-27 Canton Road,",17511,9,Western,252,Lady M,(308 Reviews),$51-100
"Shop D, G/F, Block B, Austin Mansion, 15 Austin Avenue,",9386,14,Japanese,275,Samurai Ramen 武士拉麵,(328 Reviews),$51-100
"9/F, Ginza Plaza, 2 Sai Yeung Choi Street South,",5830,2,French,55,Mini Friday,(95 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,7,Western,48,Double Cafe 孖啡,(78 Reviews),$51-100
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,2,Italian,44,Station 3 Cafe 第三站,(64 Reviews),$101-200
"Shop 01b, Level B2, Langham Place, 8 Argyle Street,",2795,17,Korean,93,Make It,(145 Reviews),Below $50
"G/F, 88 Shantung Street,",2165,15,Hong Kong Style,67,Santos 三多炸肶,(107 Reviews),Below $50
"2/F, Metropark Hotel Kowloon, 75 Waterloo Road,",940,2,Guangdong,46,House of Tang 唐宮中餐廳,(86 Reviews),$201-400
"4/F, Mongkok City Center, 74-84 Sai Yeung Choi Street South,",3608,1,Korean,40,Gold Beetle Korean Restaurant 金甲韓國料理,(51 Reviews),$101-200
"G/F, 16 Tung Choi Street,",627,5,Thai,61,Bonnie Restaurant 真心泰國菜館,(83 Reviews),$101-200
"Shop 10-19, 3/F, Langham Place, 8 Argyle Street,",1945,10,Korean,55,Sweet Monster,(86 Reviews),Below $50
"7/F, Grand Place, 558-560 Nathan Road,",4410,19,Hong Kong Style,47,好滾得,(109 Reviews),$201-400
"Shop A, G/F & 1/F, Man Lin Building, 96-100 Prince Edward Road West,",1308,14,Hong Kong Style,75,Dimsum & Hotpot Specialists 心煱,(121 Reviews),$101-200
"Shop C, G/F, Wah Fat Mansion, 1M-1T Tung Choi Street,",1952,1,Korean,35,Seoul Korean Restaurant 首爾石鍋燒,(46 Reviews),$51-100
"Shop 21-25, Level 10, Langham Place, 8 Argyle Street,",2225,3,Japanese,27,Antoshimo Cafe & Bakery,(43 Reviews),Below $50
"Shop 101-102, 1/F, Grand Tower, 639 Nathan Road,",3705,53,Korean,397,YAMATON 大和豚総本店,(642 Reviews),$101-200
"G/F, 15 Hak Po Street,",5575,14,American,319,TAP The Ale Project,(425 Reviews),$101-200
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,3,Italian,28,Station 3 Cafe 第三站,(47 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,0,Western,32,Double Cafe 孖啡,(43 Reviews),$51-100
"2/F, The Lamma City, 761 Nathan Road,",12763,10,Hong Kong Style,40,Running Chicken 米走雞,(94 Reviews),$101-200
"Shop 2, G/F, Hung Tat Bldg, 55 Dundas St,",1423,1,Taiwan,42,KOI Thé,(52 Reviews),Below $50
"Shop B1, 147-149 Portland Street,",2110,2,Hong Kong Style,43,Lam Cheong Kee 林昌記,(66 Reviews),Below $50
"2/F, 2W-2X Sai Yeung Choi Street South,",2177,2,Hong Kong Style,48,101 Taiwanese 101肉燥飯專門店,(55 Reviews),Below $50
"Room A, 1/F, 11 Tung Choi Street,",1176,1,Middle Eastern,48,I Love Istanbul 我愛伊斯坦堡,(55 Reviews),$101-200
"YATA Department Store, Level 3, Moko, 193 Prince Edward West,",916,7,Japanese,77,Ryoyu Bakery Studio 糧友パン工房,(97 Reviews),Below $50
"Shop 120, 1/F, Grand Tower, 639 Nathan Road,",948,8,Hong Kong Style,99,LOF10 Corner 辦館,(171 Reviews),$51-100
"Shop 301, 3/F, CTMA Centre, 1 Sai Yeung Choi Street,",620,18,Hong Kong Style,165,Hachi Nabe 八鍋堂．中日火鍋專門店,(242 Reviews),$201-400
"1/F, Fee Tat Commercial Centre, 613 Nathan Road,",3558,7,Hong Kong Style,60,Pot Master 鍋匠中日火鍋專門店,(91 Reviews),$101-200
"G/F, 1077A Canton Road,",4959,8,Hong Kong Style,39,China Cafe 中國冰室,(99 Reviews),Below $50
"104-106 Fa Yuen Street,",8268,3,Guangdong,39,Fuk Kee Congee 富記粥品,(66 Reviews),Below $50
"1/F, Chong Hing Plaze, 601 Nathan Road,",1590,2,International,57,Han Niu Korean Style BBQ 韓牛韓式燒烤,(66 Reviews),$201-400
"Shop 5, 4/F.,Langham Place, 8 Argyle Street,",1400,34,Japanese,105,Ippudo HK 一風堂,(215 Reviews),$101-200
"G/F, 1 Second Street, Sai Ying Pun,",896,0,Steak House,6,Quarter Master,(8 Reviews),$201-400
"G/F, 179 Wuhu Street,",457,1,Steak House,7,Fresco,(14 Reviews),$201-400
"3/F, Public Stand, Happy Valley Racecourse,",268,0,Steak House,13,The Gallery 月貝凡,(32 Reviews),$201-400
"2/F, 38 Shanton Street,",307,25,Steak House,27,Sweetheart Garden Restaurant 花園餐廳,(91 Reviews),$51-100
"Shop B2, 69 Waterloo Road,",125,0,Steak House,9,XYZ Bar & Restaurant,(15 Reviews),$201-400
"44 Shui Che Kwun Street,",1194,7,Steak House,47,Caribe Restaurante Y Bar 加勒比餐廳,(70 Reviews),$101-200
"137 Kiu Kiang Street,",434,4,Steak House,9,農家意粉,(22 Reviews),Below $50
"Sho 30-60C, 2/F, Waldorf Centre, 170-184 Sai Lau Kok Road,",644,1,Steak House,9,Sammi Cafe 森美餐廳,(19 Reviews),$101-200
"G/F, 177-179 Castle Peak Rd,,",772,23,Steak House,33,Oi Kwan Restaurant 愛群餐廳,(83 Reviews),$51-100
"2/F, Morning Light Building, Hong Ning Road,",118,3,Steak House,8,Sweetheart Garden Restaurant 花園餐廳,(18 Reviews),$51-100
"G/F, 61 Hung Wan Centre, 19 Fung Kum Street,",236,2,Steak House,16,Crystal Cafe 豆花譜,(22 Reviews),$51-100
"Shop 11A, G/F, Block C, Greenery Plaza, 3 Chui Yi Street,",324,0,Steak House,7,Happy Hour Restaurant,(10 Reviews),$101-200
"Shop 1C8, G/F, Richland Garden Shopping Center, 138 Wu Chui Road,,",229,3,Steak House,24,The Nook Steak & Pasta House 角落餐廳,(31 Reviews),$51-100
"G/F, No. 183D, Po Tung Road,",613,1,Steak House,9,Chez Raymond De Paris,(10 Reviews),$401-800
"Shop G76-77, G/F, Olympian City 2, 18 Hoi Ting Road,",275,1,Steak House,3,Outback Steakhouse,(12 Reviews),$201-400
"Shop312, 3/F, D2 Place TWO,15 Cheung Shun Street, Lai Chi Kok, Kowloon, Hong Kong,",396,2,Steak House,1,GOLDEN PHOENIX RESTAURANT 金鳳大餐廳,(6 Reviews),$101-200
"Shop A, G/F, Kwai Hung Holdings Centre, 89 King's Road,",121,0,Steak House,3,Blue House 藍屋,(12 Reviews),$101-200
"Shop C, G/F, Tung Cheung Building, 1 Second Street, Sai Ying Pun,",827,1,Steak House,7,GLOW,(11 Reviews),$201-400
"Room 33A, G/F, Blossom Shopping Mall, 11 Leung Tak Street,",111,1,Steak House,5,Fantastic Cafe 悠閑閣餐廳,(10 Reviews),$51-100
"G/F, 111 Queen's Road West, Sai Ying Pun,",281,0,Steak House,7,Mars,(9 Reviews),$101-200
"G/F, Kowloon Centre, 29 Ashley Road,",335,10,Steak House,8,Sweetheart Garden Restaurant 花園餐廳,(36 Reviews),$51-100
"G/F, 36 Elgin Street, Soho,",273,2,Steak House,6,Pampas,(15 Reviews),$201-400
"G/F, 35B Dundas St,",203,20,Steak House,18,City Lounge 都會坊,(59 Reviews),$51-100
"Shop26-30, FHP Shopping Centre, Mody Road, Tsim Sha Tsui,",580,0,Steak House,1,Jagger,(4 Reviews),$51-100
"Shop G30, G/F., DB North Plaza,",162,1,Steak House,3,Jaspas Restaurant,(11 Reviews),$101-200
"Shop unit 222, Level 2, Maritime Square 2,",135,3,Steak House,3,OS Plus 蠔站,(11 Reviews),$201-400
"Shop G33, G/F, Discovery Bay North Plaza, 82 Siena Avenue,",332,0,Steak House,2,MooFish,(5 Reviews),$201-400
"G/F, 5-7 Swatow Street,",136,0,Steak House,1,Le Boucher Français,(2 Reviews),$201-400
"Shop B, G/F, Lai Yan Lau, 42-56 Queens Road West,",136,0,Steak House,2,KonFusion Restaurant and Bar,(2 Reviews),$101-200
"Shop 1, G/F, 90 Hoi Bun Road,",654,4,Steak House,3,La Serre,(11 Reviews),$201-400
"4/F, Ko's House, 577 Nathan Road,",13709,14,Western,45,Double Cafe 孖啡,(89 Reviews),$51-100
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,0,Italian,28,Station 3 Cafe 第三站,(42 Reviews),$101-200
"2/F, The Lamma City, 761 Nathan Road,",12763,4,Hong Kong Style,51,Running Chicken 米走雞,(67 Reviews),$101-200
"Shop K, G/F, Mainway Court, 126-128 Soy Street,",1644,4,Western,45,Ideas Dessert 點點甜,(70 Reviews),Below $50
"G/F, 23 Tung Choi Street,",2049,4,Japanese,33,Hono Tenndon 炎天丼,(65 Reviews),$51-100
"Rm 901, Kelly Commerical Building,570-572 Nathan Rd,",4320,2,Western,23,CUBBY Cafe 玩具小屋咖啡室,(46 Reviews),$101-200
"Shop A, G/F, 33 Soy Street,",1933,34,Taiwan,68,HEERETEA 東喜茶,(195 Reviews),Below $50
"1/F, Fortune Crest, 138 Sai Yeung Choi Street,",1120,20,Hong Kong Style,38,Nam Kee Spring Roll Noodle Co. Ltd 南記粉麵,(89 Reviews),Below $50
"Shop 182, Level 1, MOKO, 193 Prince Edward Road West,",1178,12,Italian,130,PizzaExpress,(169 Reviews),$101-200
"2-6/F, Hanwai Commercial Centre, 36 Dundas Street,",5808,5,Western,37,Full Cup Cafe 呼吸咖啡茶館,(63 Reviews),$101-200
"Shop 525, 5/F, Moko, 193 Prince Edward Road West,",2777,14,Beijing,64,Peking Garden Restaurant 北京樓,(103 Reviews),$201-400
"Shop11-12, Cooked Food Centre, 3/F, Fa Yuen Street Municipal Services Building, 123A Fa Yuen Street,",6113,12,Guangdong,46,Mui Kee Congee 妹記生滾粥品,(110 Reviews),Below $50
"Shop 14D, G/F, Yan on Building, 1 Kwong Wa Street,",1248,0,Hong Kong Style,23,Al Dente Balls 彈彈旦,(29 Reviews),Below $50
"G/F, 114 Portland Street,",1697,1,Sichuan,19,老川皇,(23 Reviews),$51-100
"Shop 205, 2/F., Moko, 193 Prince Edward Road West,",2349,8,Shanghai,44,Wang Jia Sha 王家沙,(70 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,30,Western,194,Double Cafe 孖啡,(280 Reviews),$51-100
"9/F, Ginza Plaza, 2 Sai Yeung Choi Street South,",5830,16,French,241,Mini Friday,(318 Reviews),$101-200
"2/F, The Lamma City, 761 Nathan Road,",12763,10,Hong Kong Style,195,Running Chicken 米走雞,(257 Reviews),$101-200
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,5,Italian,228,Station 3 Cafe 第三站,(255 Reviews),$101-200
"Shop 1E,F& H, G/F, Witty Commercial Building, 1 Tung Choi Street,",18239,7,Hong Kong Style,196,Kaifong Cafe 街坊Cafe,(242 Reviews),$51-100
"G/F, 39 Fife Street, Kin Wong Mansion,",10116,6,Japanese,234,Isaba Taifu 漁場台風,(267 Reviews),$51-100
"G/F, Skyline Tower, 18 Tong Mi Road,",4564,8,Hong Kong Style,227,Supreme Hot Pot 靚煲皇,(269 Reviews),$101-200
"Flat 08-09, 25/F, Golden Era Plaza, 39 Sai Yee Street,",11717,17,Italian,219,Station 3 Cafe 第三站,(265 Reviews),$101-200
"9/F, Ginza Plaza, 2 Sai Yeung Choi Street South,",5830,28,French,61,Mini Friday,(147 Reviews),$101-200
"Shop OTE 201, 2/F, Ocean Terminal, Harbour City, 3-27 Canton Road,",2403,23,Sichuan,367,Fu Rong 映水芙蓉,(467 Reviews),$401-800
"G/F, 7-8D Yim Po Street,",16659,13,Western,245,WOFT,(317 Reviews),$101-200
"1/F , Witty Commercial Building Deli2, 1A-1L Tung Choi Street,",6191,6,Korean,189,Lee Moon Yuen Korea Restaurant 梨滿園韓國料理,(235 Reviews),$101-200
"G/F, 196 Portland Street,",9855,44,Guangdong,350,Boat Dweller Steam Hot Pot Specialist 正宗水上人氣鍋專門店,(508 Reviews),$201-400
"Shop 3, G/F, Paradise Square, 3 Kwong Wa Street,",9436,12,Western,206,Coffee Jobs,(281 Reviews),$51-100
"1/F,  Omega Plaza, 32 Dundas Street,",5364,1,Sichuan,167,老川皇,(194 Reviews),$51-100
"5/F, 655 Nathan Road,",10295,9,Japanese,191,Kichi Jyu Japanese Restaurant 吉壽日本料理,(292 Reviews),$201-400
"2/F, Chong Hing Square, 593-601 Nathan Road,",16319,12,Japanese,165,Daikiya Japanese Restaurant 樂天大喜屋日本料理,(242 Reviews),$201-400
"Room 2, 2/F, Kiu Kin Building, 566-568 Nathan Road,",7345,70,Western,152,Chiba 吃吧,(376 Reviews),$101-200
"4/F, Ko's House, 577 Nathan Road,",13709,7,Western,193,Double Cafe 孖啡,(250 Reviews),$51-100
"2/F, The Lamma City, 761 Nathan Road,",12763,18,Hong Kong Style,284,Running Chicken 米走雞,(341 Reviews),$101-200
"16 Pak Po Street,",6743,1,Hong Kong Style,184,66 Hot Pot 陸陸雞煲火鍋,(190 Reviews),$201-400
"Shop 13, 4/F, Langham Place, 8 Argyle Street,",2605,34,Japanese,235,i CREMERiA Café,(347 Reviews),$51-100
"12/F, King Wah Centre, 628 Nathan Road,",11903,18,Japanese,502,Yahataya Shabu Shabu 八幡屋涮涮鍋,(717 Reviews),$101-200
"G/F, 428 Shanghai Street,",2700,37,Hong Kong Style,196,Hey Pot 喜鍋 海鮮‧火鍋‧小廚,(341 Reviews),$101-200
"Ching Wah Building, 143 Sai Yee Street,",6656,57,International,290,Veggie Family 素食一家,(468 Reviews),$101-200
"Shop 4A, 55 Dundas Street,",19241,4,Hong Kong Style,190,Fei Jie 肥姐小食店,(218 Reviews),Below $50
"Basement, 731 Nathan Road,",24622,71,Western,275,The Live House,(498 Reviews),$101-200
"Shop B102, B/F, Grand Tower, 639 Nathan Road,",25125,22,Japanese,162,Miyazaki 宮崎日式燒肉店,(215 Reviews),$201-400
"7/F, 215 Portland Street,",3552,9,Western,199,Romanne Leisure Food Concept,(228 Reviews),$101-200
"2/F, Royal Plaza Hotel, 193 Prince Edward Road West,",33605,48,International,273,La Scala 花月庭,(371 Reviews),$201-400
